"movie","break_even","earnings_ratio","budget_raw","worldwide_gross","production_budget","even"
"I Can Do Bad All By Myself",1,2.72,19000000,"$51,733,921","$19,000,000","Made money"
"A Cinderella Story",1,3.69,19000000,"$70,067,909","$19,000,000","Made money"
"The Shining",1,2.32,19000000,"$44,017,374","$19,000,000","Made money"
"Thirteen Ghosts",1,3.6,19000000,"$68,467,960","$19,000,000","Made money"
"House on Haunted Hill",1,3.43,19000000,"$65,090,541","$19,000,000","Made money"
"The Crazies",1,2.89,19000000,"$54,956,140","$19,000,000","Made money"
"Notorious",1,2.34,19000000,"$44,475,155","$19,000,000","Made money"
"The Switch",1,2.62,19000000,"$49,858,465","$19,000,000","Made money"
"Leap Year",1,1.72,19000000,"$32,618,920","$19,000,000","Made money"
"The Book Thief",1,4.04,19000000,"$76,788,481","$19,000,000","Made money"
"Gone, Baby, Gone",1,1.82,19000000,"$34,619,699","$19,000,000","Made money"
"Thomas and the Magic Railroad",0,0.84,19000000,"$15,911,332","$19,000,000","Lost money"
"Sen to Chihiro no Kamikakushi",1,14.47,19000000,"$274,949,886","$19,000,000","Made money"
"Sex Drive",0,0.55,19000000,"$10,412,485","$19,000,000","Lost money"
"Firestorm",0,0.43,19000000,"$8,123,860","$19,000,000","Lost money"
"Won't Back Down",0,0.29,19000000,"$5,431,486","$19,000,000","Lost money"
"The Nutcracker",0,0.11,19000000,"$2,119,994","$19,000,000","Lost money"
"Kansas City",0,0.07,19000000,"$1,353,824","$19,000,000","Lost money"
"George A. Romero's Land of the Dead",1,2.52,18975000,"$47,751,015","$18,975,000","Made money"
"Indigènes",1,1.38,18900000,"$26,063,572","$18,900,000","Made money"
"The Amityville Horror",1,5.9,18500000,"$109,175,673","$18,500,000","Made money"
"Adaptation",1,1.22,18500000,"$22,498,520","$18,500,000","Made money"
"The Invention of Lying",1,1.77,18500000,"$32,679,264","$18,500,000","Made money"
"Fear and Loathing in Las Vegas",0,0.74,18500000,"$13,711,903","$18,500,000","Lost money"
"Left Behind",0,0.23,18500000,"$4,221,341","$18,500,000","Lost money"
"Borat",1,14.53,18000000,"$261,572,744","$18,000,000","Made money"
"The Mask",1,19.53,18000000,"$351,620,129","$18,000,000","Made money"
"Big",1,8.43,18000000,"$151,668,774","$18,000,000","Made money"
"Legally Blonde",1,7.88,18000000,"$141,809,235","$18,000,000","Made money"
"Mean Girls",1,7.28,18000000,"$130,953,026","$18,000,000","Made money"
"Star Trek III: The Search for Spock",1,4.83,18000000,"$87,000,000","$18,000,000","Made money"
"The Exorcism of Emily Rose",1,8.03,18000000,"$144,587,700","$18,000,000","Made money"
"Deuce Bigalow: Male Gigolo",1,5.16,18000000,"$92,935,067","$18,000,000","Made money"
"Barbershop 2: Back in Business",1,3.66,18000000,"$65,842,412","$18,000,000","Made money"
"The Family Stone",1,5.1,18000000,"$91,762,868","$18,000,000","Made money"
"Bad Santa",1,3.34,18000000,"$60,063,017","$18,000,000","Made money"
"Predator",1,5.46,18000000,"$98,267,558","$18,000,000","Made money"
"Austin Powers: International Man of Mystery",1,3.76,18000000,"$67,683,989","$18,000,000","Made money"
"Diary of a Wimpy Kid: Rodrick Rules",1,4.09,18000000,"$73,695,194","$18,000,000","Made money"
"Amadeus",1,2.89,18000000,"$51,973,029","$18,000,000","Made money"
"Prom Night",1,3.17,18000000,"$57,109,687","$18,000,000","Made money"
"Soul Surfer",1,2.62,18000000,"$47,158,652","$18,000,000","Made money"
"Peggy Sue Got Married",1,2.3,18000000,"$41,382,841","$18,000,000","Made money"
"Gosford Park",1,2.29,18000000,"$41,300,105","$18,000,000","Made money"
"Orange County",1,2.41,18000000,"$43,308,707","$18,000,000","Made money"
"Blue Jasmine",1,3.81,18000000,"$68,506,869","$18,000,000","Made money"
"United 93",1,4.31,18000000,"$77,635,035","$18,000,000","Made money"
"Honey",1,3.46,18000000,"$62,192,232","$18,000,000","Made money"
"The Fog",1,2.06,18000000,"$37,048,526","$18,000,000","Made money"
"Spy Hard",1,1.5,18000000,"$26,936,265","$18,000,000","Made money"
"Glory",1,1.48,18000000,"$26,593,580","$18,000,000","Made money"
"Conan the Destroyer",1,1.47,18000000,"$26,400,000","$18,000,000","Made money"
"Catch-22",1,1.38,18000000,"$24,911,670","$18,000,000","Made money"
"Raging Bull",1,1.3,18000000,"$23,380,203","$18,000,000","Made money"
"Love Happens",1,1.96,18000000,"$35,365,110","$18,000,000","Made money"
"Fame",1,4.33,18000000,"$77,956,957","$18,000,000","Made money"
"Young Sherlock Holmes",1,1.1,18000000,"$19,739,000","$18,000,000","Made money"
"127 Hours",1,3.37,18000000,"$60,735,230","$18,000,000","Made money"
"Small Time Crooks",1,1.66,18000000,"$29,934,477","$18,000,000","Made money"
"Center Stage",0,0.96,18000000,"$17,200,925","$18,000,000","Lost money"
"Catch That Kid",0,0.94,18000000,"$16,930,762","$18,000,000","Lost money"
"Jobs",1,1.45,18000000,"$26,131,410","$18,000,000","Made money"
"Life as a House",1,1.33,18000000,"$23,889,158","$18,000,000","Made money"
"Youth in Revolt",1,1.09,18000000,"$19,685,588","$18,000,000","Made money"
"I Love You, Beth Cooper",0,0.91,18000000,"$16,382,538","$18,000,000","Lost money"
"Blow Out",0,0.76,18000000,"$13,747,234","$18,000,000","Lost money"
"Tailor of Panama",1,1.53,18000000,"$27,491,653","$18,000,000","Made money"
"The Legend of the Lone Ranger",0,0.74,18000000,"$13,400,000","$18,000,000","Lost money"
"Getaway",0,0.58,18000000,"$10,501,938","$18,000,000","Lost money"
"The Ice Storm",0,0.89,18000000,"$16,011,975","$18,000,000","Lost money"
"Being Julia",0,0.8,18000000,"$14,488,705","$18,000,000","Lost money"
"Troop Beverly Hills",0,0.4,18000000,"$7,190,505","$18,000,000","Lost money"
"Nine 1/2 Weeks",0,0.37,18000000,"$6,734,844","$18,000,000","Lost money"
"The Last Station",0,0.87,18000000,"$15,696,146","$18,000,000","Lost money"
"Dragonslayer",0,0.33,18000000,"$6,000,000","$18,000,000","Lost money"
"Ed Wood",0,0.32,18000000,"$5,828,466","$18,000,000","Lost money"
"RocknRolla",1,1.54,18000000,"$27,794,339","$18,000,000","Made money"
"Megaforce",0,0.32,18000000,"$5,675,599","$18,000,000","Lost money"
"Mao's Last Dancer",0,0.72,18000000,"$12,949,849","$18,000,000","Lost money"
"Hamlet",0,0.4,18000000,"$7,129,670","$18,000,000","Lost money"
"Restoration",0,0.23,18000000,"$4,100,000","$18,000,000","Lost money"
"Anything Else",0,0.73,18000000,"$13,203,044","$18,000,000","Lost money"
"Unforgettable",0,0.14,18000000,"$2,483,790","$18,000,000","Lost money"
"Das Weisse Band: Eine deutsche Kindergeschichte",1,1.43,18000000,"$25,727,044","$18,000,000","Made money"
"The Salton Sea",0,0.04,18000000,"$676,698","$18,000,000","Lost money"
"The Informers",0,0.02,18000000,"$315,000","$18,000,000","Lost money"
"One Man's Hero",0,0.01,18000000,"$229,311","$18,000,000","Lost money"
"Carlos",0,0.01,18000000,"$145,526","$18,000,000","Lost money"
"Red Sonja",0,0.39,17900000,"$6,905,861","$17,900,000","Lost money"
"Superbad",1,9.71,17500000,"$169,863,226","$17,500,000","Made money"
"Madea Goes To Jail",1,5.17,17500000,"$90,508,336","$17,500,000","Made money"
"Step Up 2 the Streets",1,8.49,17500000,"$148,586,910","$17,500,000","Made money"
"Hoodwinked",1,6.28,17500000,"$109,843,390","$17,500,000","Made money"
"Hitman",1,5.71,17500000,"$99,965,792","$17,500,000","Made money"
"Hotel Rwanda",1,2.09,17500000,"$36,521,223","$17,500,000","Made money"
"Black Nativity",0,0.4,17500000,"$7,018,188","$17,500,000","Lost money"
"City of Ghosts",0,0.02,17500000,"$325,491","$17,500,000","Lost money"
"The Others",1,12.35,17000000,"$209,947,037","$17,000,000","Made money"
"Aliens",1,10.78,17000000,"$183,316,455","$17,000,000","Made money"
"I Know What You Did Last Summer",1,7.37,17000000,"$125,250,091","$17,000,000","Made money"
"Sideways",1,6.46,17000000,"$109,874,155","$17,000,000","Made money"
"The Best Man Holiday",1,4.21,17000000,"$71,625,195","$17,000,000","Made money"
"Friday the 13th",1,5.39,17000000,"$91,700,771","$17,000,000","Made money"
"Pitch Perfect",1,6.78,17000000,"$115,331,177","$17,000,000","Made money"
"Halloween: H2O",1,3.24,17000000,"$55,041,738","$17,000,000","Made money"
"Evil Dead",1,5.73,17000000,"$97,402,049","$17,000,000","Made money"
"Jet Li's Hero",1,10.44,17000000,"$177,535,958","$17,000,000","Made money"
"The Hills Have Eyes",1,4.14,17000000,"$70,355,813","$17,000,000","Made money"
"40 Days and 40 Nights",1,5.59,17000000,"$95,092,667","$17,000,000","Made money"
"Good Boy!",1,2.67,17000000,"$45,312,217","$17,000,000","Made money"
"Smokin' Aces",1,3.3,17000000,"$56,047,261","$17,000,000","Made money"
"A Night at the Roxbury",1,1.78,17000000,"$30,331,165","$17,000,000","Made money"
"Beastly",1,2.24,17000000,"$38,028,230","$17,000,000","Made money"
"Brooklyn's Finest",1,2.31,17000000,"$39,233,233","$17,000,000","Made money"
"Tron",1,1.58,17000000,"$26,918,576","$17,000,000","Made money"
"Lottery Ticket",1,1.45,17000000,"$24,719,879","$17,000,000","Made money"
"Dickie Roberts: Former Child Star",1,1.4,17000000,"$23,734,486","$17,000,000","Made money"
"ATL",1,1.25,17000000,"$21,170,563","$17,000,000","Made money"
"Summer Catch",1,1.16,17000000,"$19,693,891","$17,000,000","Made money"
"A Simple Plan",0,0.96,17000000,"$16,316,273","$17,000,000","Lost money"
"Larry the Cable Guy: Health Inspector",0,0.92,17000000,"$15,680,099","$17,000,000","Lost money"
"Wes Craven Presents: They",0,0.95,17000000,"$16,140,842","$17,000,000","Lost money"
"The Adventures of Elmo in Grouchland",0,0.68,17000000,"$11,634,458","$17,000,000","Lost money"
"Superman IV: The Quest for Peace",0,0.66,17000000,"$11,227,824","$17,000,000","Lost money"
"American Dreamz",0,0.97,17000000,"$16,510,971","$17,000,000","Lost money"
"Running Scared",0,0.49,17000000,"$8,345,277","$17,000,000","Lost money"
"The Apparition",0,0.41,17000000,"$6,909,667","$17,000,000","Lost money"
"Bobby Jones: Stroke of Genius",0,0.16,17000000,"$2,694,071","$17,000,000","Lost money"
"Shanghai Surprise",0,0.14,17000000,"$2,315,000","$17,000,000","Lost money"
"L'illusionniste",0,0.33,17000000,"$5,631,474","$17,000,000","Lost money"
"Roar",0,0.12,17000000,"$2,000,000","$17,000,000","Lost money"
"Veronica Guerin",0,0.56,17000000,"$9,438,074","$17,000,000","Lost money"
"Southland Tales",0,0.02,17000000,"$364,607","$17,000,000","Lost money"
"FUR: An Imaginary Portrait of Diane Arbus",0,0.14,16800000,"$2,281,089","$16,800,000","Lost money"
"Wall Street",1,2.66,16500000,"$43,848,100","$16,500,000","Made money"
"Sense and Sensibility",1,8.18,16500000,"$134,993,774","$16,500,000","Made money"
"The Illusionist",1,5.08,16500000,"$83,792,062","$16,500,000","Made money"
"Becoming Jane",1,2.39,16500000,"$39,364,948","$16,500,000","Made money"
"House of Sand and Fog",0,0.98,16500000,"$16,157,923","$16,500,000","Lost money"
"Sydney White",0,0.83,16500000,"$13,636,339","$16,500,000","Lost money"
"Dead Poets' Society",1,14.6,16400000,"$239,500,000","$16,400,000","Made money"
"Dumb & Dumber",1,15.4,16000000,"$246,400,000","$16,000,000","Made money"
"Road Trip",1,7.48,16000000,"$119,739,110","$16,000,000","Made money"
"The Verdict",1,3.37,16000000,"$53,977,250","$16,000,000","Made money"
"Varsity Blues",1,3.39,16000000,"$54,294,169","$16,000,000","Made money"
"Moonrise Kingdom",1,4,16000000,"$64,012,466","$16,000,000","Made money"
"The Artist",1,8.02,16000000,"$128,256,712","$16,000,000","Made money"
"The Unborn",1,4.89,16000000,"$78,208,812","$16,000,000","Made money"
"The Master of Disguise",1,2.52,16000000,"$40,363,530","$16,000,000","Made money"
"The Texas Chainsaw Massacre: The Beginning",1,3.16,16000000,"$50,517,763","$16,000,000","Made money"
"El Laberinto del Fauno",1,5.44,16000000,"$87,041,569","$16,000,000","Made money"
"The Roommate",1,2.53,16000000,"$40,497,461","$16,000,000","Made money"
"The Messengers",1,3.36,16000000,"$53,774,833","$16,000,000","Made money"
"See Spot Run",1,2.69,16000000,"$43,057,552","$16,000,000","Made money"
"Double Impact",1,1.82,16000000,"$29,090,445","$16,000,000","Made money"
"Baby Boy",1,1.8,16000000,"$28,734,552","$16,000,000","Made money"
"Joe Dirt",1,1.94,16000000,"$30,987,695","$16,000,000","Made money"
"The Women",1,3.13,16000000,"$50,103,808","$16,000,000","Made money"
"Hot Fuzz",1,5.11,16000000,"$81,742,618","$16,000,000","Made money"
"Vicky Cristina Barcelona",1,6.53,16000000,"$104,504,817","$16,000,000","Made money"
"Boys and Girls",1,1.36,16000000,"$21,799,652","$16,000,000","Made money"
"Léon",1,2.83,16000000,"$45,284,974","$16,000,000","Made money"
"Remember Me",1,3.53,16000000,"$56,506,120","$16,000,000","Made money"
"White Oleander",1,1.35,16000000,"$21,657,770","$16,000,000","Made money"
"Jennifer's Body",1,2.05,16000000,"$32,832,166","$16,000,000","Made money"
"Drowning Mona",0,1,16000000,"$15,980,376","$16,000,000","Lost money"
"Radio Days",0,0.92,16000000,"$14,792,779","$16,000,000","Lost money"
"How to Deal",0,0.88,16000000,"$14,108,518","$16,000,000","Lost money"
"Soul Plane",0,0.91,16000000,"$14,553,807","$16,000,000","Lost money"
"My Stepmother Is an Alien",0,0.87,16000000,"$13,854,000","$16,000,000","Lost money"
"People Like Us",0,0.78,16000000,"$12,431,792","$16,000,000","Lost money"
"The Thirteenth Floor",0,0.74,16000000,"$11,810,854","$16,000,000","Lost money"
"The Cookout",0,0.72,16000000,"$11,540,112","$16,000,000","Lost money"
"Meteor",0,0.52,16000000,"$8,400,000","$16,000,000","Lost money"
"Highlander",0,0.81,16000000,"$12,900,000","$16,000,000","Lost money"
"Hollywood Ending",0,0.93,16000000,"$14,839,383","$16,000,000","Lost money"
"Duets",0,0.3,16000000,"$4,734,235","$16,000,000","Lost money"
"Detroit Rock City",0,0.26,16000000,"$4,217,115","$16,000,000","Lost money"
"Things We Lost in the Fire",0,0.51,16000000,"$8,120,148","$16,000,000","Lost money"
"Trance",1,1.41,16000000,"$22,594,052","$16,000,000","Made money"
"Steel",0,0.11,16000000,"$1,686,429","$16,000,000","Lost money"
"The White Countess",0,0.18,16000000,"$2,814,566","$16,000,000","Lost money"
"Bienvenue chez les Ch'tis",1,15.47,16000000,"$247,474,497","$16,000,000","Made money"
"Enter the Void",0,0.02,16000000,"$337,997","$16,000,000","Lost money"
"Good",0,0,16000000,"$31,631","$16,000,000","Lost money"
"Vamps",0,0,16000000,"$3,361","$16,000,000","Lost money"
"High Plains Drifter",0,1,15700000,"$15,700,000","$15,700,000","Lost money"
"Juwanna Mann",0,0.88,15600000,"$13,771,817","$15,600,000","Lost money"
"La Môme",1,5.57,15500000,"$86,339,907","$15,500,000","Made money"
"Ararat",0,0.11,15500000,"$1,693,000","$15,500,000","Lost money"
"Slow Burn",0,0.08,15500000,"$1,237,615","$15,500,000","Lost money"
"Madison",0,0.03,15500000,"$517,262","$15,500,000","Lost money"
"The Yellow Handkerchief",0,0.02,15500000,"$318,623","$15,500,000","Lost money"
"Wasabi",0,0.46,15300000,"$7,000,000","$15,300,000","Lost money"
"Slither",0,0.85,15250000,"$12,930,343","$15,250,000","Lost money"
"Home Alone",1,31.78,15000000,"$476,684,675","$15,000,000","Made money"
"Beverly Hills Cop",1,21.09,15000000,"$316,300,000","$15,000,000","Made money"
"Top Gun",1,23.79,15000000,"$356,800,601","$15,000,000","Made money"
"Tootsie",1,11.81,15000000,"$177,200,000","$15,000,000","Made money"
"3 Men and a Baby",1,11.19,15000000,"$167,780,960","$15,000,000","Made money"
"The King's Speech",1,28.72,15000000,"$430,821,166","$15,000,000","Made money"
"American Beauty",1,23.75,15000000,"$356,258,047","$15,000,000","Made money"
"Crouching Tiger, Hidden Dragon",1,14.21,15000000,"$213,200,000","$15,000,000","Made money"
"Twins",1,14.44,15000000,"$216,600,000","$15,000,000","Made money"
"Scream",1,11.54,15000000,"$173,046,663","$15,000,000","Made money"
"Jackass Presents: Bad Grandpa",1,10.73,15000000,"$160,903,019","$15,000,000","Made money"
"The Color Purple",1,6.24,15000000,"$93,589,701","$15,000,000","Made money"
"Beetle Juice",1,4.89,15000000,"$73,326,666","$15,000,000","Made money"
"Mama",1,9.87,15000000,"$148,041,253","$15,000,000","Made money"
"Private Benjamin",1,4.66,15000000,"$69,847,348","$15,000,000","Made money"
"Lethal Weapon",1,8.01,15000000,"$120,192,350","$15,000,000","Made money"
"Diary of a Wimpy Kid",1,5.13,15000000,"$76,954,311","$15,000,000","Made money"
"Halloween",1,5.17,15000000,"$77,514,401","$15,000,000","Made money"
"The Queen",1,8.59,15000000,"$128,885,873","$15,000,000","Made money"
"The Woman in Black",1,8.6,15000000,"$128,955,898","$15,000,000","Made money"
"Little Women",1,3.33,15000000,"$50,003,303","$15,000,000","Made money"
"The Deer Hunter",1,3.33,15000000,"$50,000,000","$15,000,000","Made money"
"When a Stranger Calls",1,4.46,15000000,"$66,944,472","$15,000,000","Made money"
"Big Fat Liar",1,3.49,15000000,"$52,375,275","$15,000,000","Made money"
"Cop Land",1,4.25,15000000,"$63,706,632","$15,000,000","Made money"
"Wag the Dog",1,4.28,15000000,"$64,252,038","$15,000,000","Made money"
"Snitch",1,3.21,15000000,"$48,120,954","$15,000,000","Made money"
"The Lizzie McGuire Movie",1,3.7,15000000,"$55,534,455","$15,000,000","Made money"
"End of Watch",1,3.54,15000000,"$53,041,274","$15,000,000","Made money"
"The Faculty",1,2.69,15000000,"$40,283,321","$15,000,000","Made money"
"Not Another Teen Movie",1,4.16,15000000,"$62,401,343","$15,000,000","Made money"
"Drive",1,5.2,15000000,"$78,054,825","$15,000,000","Made money"
"The Skulls",1,2.33,15000000,"$35,007,180","$15,000,000","Made money"
"Malibu's Most Wanted",1,2.3,15000000,"$34,499,204","$15,000,000","Made money"
"All About Steve",1,2.68,15000000,"$40,127,259","$15,000,000","Made money"
"Where the Heart Is",1,2.72,15000000,"$40,862,054","$15,000,000","Made money"
"Halloween 2",1,2.57,15000000,"$38,512,850","$15,000,000","Made money"
"Because of Winn-Dixie",1,2.23,15000000,"$33,508,485","$15,000,000","Made money"
"earth",1,7.27,15000000,"$109,011,576","$15,000,000","Made money"
"The Wedding Date",1,3.15,15000000,"$47,175,038","$15,000,000","Made money"
"The Princess Bride",1,2.06,15000000,"$30,857,000","$15,000,000","Made money"
"Halloween: Resurrection",1,2.51,15000000,"$37,659,652","$15,000,000","Made money"
"The Great Debaters",1,2.02,15000000,"$30,261,293","$15,000,000","Made money"
"Clash of the Titans",1,2.96,15000000,"$44,400,000","$15,000,000","Made money"
"Confessions of a Teenage Drama Queen",1,2.21,15000000,"$33,118,854","$15,000,000","Made money"
"The Object of my Affection",1,1.94,15000000,"$29,145,924","$15,000,000","Made money"
"28 Weeks Later",1,4.28,15000000,"$64,232,714","$15,000,000","Made money"
"Grosse Pointe Blank",1,2.07,15000000,"$31,070,412","$15,000,000","Made money"
"Love and Basketball",1,1.85,15000000,"$27,709,625","$15,000,000","Made money"
"Book of Shadows: Blair Witch 2",1,3.18,15000000,"$47,721,314","$15,000,000","Made money"
"Boogie Nights",1,2.87,15000000,"$43,111,725","$15,000,000","Made money"
"Ramona and Beezus",1,1.83,15000000,"$27,469,621","$15,000,000","Made money"
"The Craft",1,3.71,15000000,"$55,669,466","$15,000,000","Made money"
"Match Point",1,5.87,15000000,"$87,989,926","$15,000,000","Made money"
"The Remains of the Day",1,4.26,15000000,"$63,954,968","$15,000,000","Made money"
"Nowhere to Run",1,3.48,15000000,"$52,189,039","$15,000,000","Made money"
"Urban Legends: Final Cut",1,2.57,15000000,"$38,574,362","$15,000,000","Made money"
